"REF_DATE","GEO","DGUID","Trade","Basis","Seasonal adjustment","Principal trading partners","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","28363.6","","","","1"
"2021-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","28921.5","","","","1"
"2021-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","36069.8","","","","1"
"2021-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","32129.4","","","","1"
"2021-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","31624.2","","","","1"
"2021-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","33453.0","","","","1"
"2021-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","33059.8","","","","1"
"2021-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","33254.6","","","","1"
"2021-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","32052.7","","","","1"
"2021-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","34726.9","","","","1"
"2021-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","35552.1","","","","1"
"2021-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","36070.9","","","","1"
"2022-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","31806.3","","","","1"
"2022-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","33146.1","","","","1"
"2022-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","42215.4","","","","1"
"2022-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","40061.5","","","","1"
"2022-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","40493.3","","","","1"
"2022-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","43104.5","","","","1"
"2022-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","39060.8","","","","1"
"2022-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","42597.7","","","","1"
"2022-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","41271.4","","","","1"
"2022-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","41765.2","","","","1"
"2022-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","40682.7","","","","1"
"2022-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","39222.7","","","","1"
"2023-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","37474.0","","","","1"
"2023-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","36784.4","","","","1"
"2023-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","44394.5","","","","1"
"2023-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","39735.9","","","","1"
"2023-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","42189.9","","","","1"
"2023-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","42586.3","","","","1"
"2023-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","38597.1","","","","1"
"2023-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","42631.2","","","","1"
"2023-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","41140.2","","","","1"
"2023-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","40746.4","","","","1"
"2023-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","40439.3","","","","1"
"2023-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","37853.5","","","","1"
"2024-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","36439.7","","","","1"
"2024-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","39111.2","","","","1"
"2024-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","42373.0","","","","1"
"2024-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","42854.6","","","","1"
"2024-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","42264.4","","","","1"
"2024-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","41828.9","","","","1"
"2024-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","38788.6","","","","1"
"2024-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","41553.4","","","","1"
"2024-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","40171.8","","","","1"
"2024-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","42477.3","","","","1"
"2024-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","41937.7","","","","1"
"2024-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","39637.8","","","","1"
"2025-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","40193.4","","","","1"
"2025-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","41719.4","","","","1"
"2025-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","46912.0","","","","1"
"2025-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","38997.4","","","","1"
"2025-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","39159.7","","","","1"
"2025-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","United States","Dollars","81","millions","6","v87008811","1.1.2.1.2","39968.4","","","","1"
"1997-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","European Union","Dollars","81","millions","6","v87008812","1.1.2.1.3","1832.8","","","","1"
"1997-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","European Union","Dollars","81","millions","6","v87008812","1.1.2.1.3","1684.1","","","","1"
"1997-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","European Union","Dollars","81","millions","6","v87008812","1.1.2.1.3","1913.5","","","","1"
"1997-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","European Union","Dollars","81","millions","6","v87008812","1.1.2.1.3","2370.5","","","","1"
"1997-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","European Union","Dollars","81","millions","6","v87008812","1.1.2.1.3","2442.5","","","","1"
"1997-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","European Union","Dollars","81","millions","6","v87008812","1.1.2.1.3","1959.2","","","","1"
"1997-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","European Union","Dollars","81","millions","6","v87008812","1.1.2.1.3","2076.4","","","","1"
"1997-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","European Union","Dollars","81","millions","6","v87008812","1.1.2.1.3","1755.7","","","","1"
"1997-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","European Union","Dollars","81","millions","6","v87008812","1.1.2.1.3","1899.4","","","","1"
"1997-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","European Union","Dollars","81","millions","6","v87008812","1.1.2.1.3","2252.5","","","","1"
"1997-11","Canada","2021A000011124","Import","Balance of payments","Unadjusted","European Union","Dollars","81","millions","6","v87008812","1.1.2.1.3","2006.3","","","","1"
"1997-12","Canada","2021A000011124","Import","Balance of payments","Unadjusted","European Union","Dollars","81","millions","6","v87008812","1.1.2.1.3","1975.5","","","","1"
"1998-01","Canada","2021A000011124","Import","Balance of payments","Unadjusted","European Union","Dollars","81","millions","6","v87008812","1.1.2.1.3","1727.5","","","","1"
"1998-02","Canada","2021A000011124","Import","Balance of payments","Unadjusted","European Union","Dollars","81","millions","6","v87008812","1.1.2.1.3","2029.1","","","","1"
"1998-03","Canada","2021A000011124","Import","Balance of payments","Unadjusted","European Union","Dollars","81","millions","6","v87008812","1.1.2.1.3","2129.5","","","","1"
"1998-04","Canada","2021A000011124","Import","Balance of payments","Unadjusted","European Union","Dollars","81","millions","6","v87008812","1.1.2.1.3","2311.0","","","","1"
"1998-05","Canada","2021A000011124","Import","Balance of payments","Unadjusted","European Union","Dollars","81","millions","6","v87008812","1.1.2.1.3","2220.6","","","","1"
"1998-06","Canada","2021A000011124","Import","Balance of payments","Unadjusted","European Union","Dollars","81","millions","6","v87008812","1.1.2.1.3","2305.7","","","","1"
"1998-07","Canada","2021A000011124","Import","Balance of payments","Unadjusted","European Union","Dollars","81","millions","6","v87008812","1.1.2.1.3","2158.1","","","","1"
"1998-08","Canada","2021A000011124","Import","Balance of payments","Unadjusted","European Union","Dollars","81","millions","6","v87008812","1.1.2.1.3","1952.8","","","","1"
"1998-09","Canada","2021A000011124","Import","Balance of payments","Unadjusted","European Union","Dollars","81","millions","6","v87008812","1.1.2.1.3","1968.2","","","","1"
"1998-10","Canada","2021A000011124","Import","Balance of payments","Unadjusted","European Union","Dollars","81","millions","6","v87008812","1.1.2.1.3","2231.8","","","","1"
