"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1957","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","4310","","","","0"
"1958","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","4979","","","","0"
"1959","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","6363","","","","0"
"1960","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","5322","","","","0"
"1961","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","4917","","","","0"
"1962","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","5719","","","","0"
"1963","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","4776","","","","0"
"1964","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","5992","","","","0"
"1965","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","7218","","","","0"
"1966","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","6830","","","","0"
"1967","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","5873","","","","0"
"1968","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","7712","","","","0"
"1969","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","6103","","","","0"
"1970","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","3265","","","","0"
"1971","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","2761","","","","0"
"1972","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","3967","","","","0"
"1973","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","5421","","","","0"
"1974","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","6487","","","","0"
"1975","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","7705","","","","0"
"1976","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","11046","","","","0"
"1977","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","11485","","","","0"
"1978","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","11383","","","","0"
"1979","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","10865","","","","0"
"1980","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","7763","","","","0"
"1981","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","8085","","","","0"
"1982","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","5666","","","","0"
"1983","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","8090","","","","0"
"1984","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","5722","","","","0"
"1985","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","5653","","","","0"
"1986","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","5072","","","","0"
"1987","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","5640","","","","0"
"1988","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","4352","","","","0"
"1989","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","2743","","","","0"
"1990","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","1575","","","","0"
"1991","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","1241","","","","0"
"1992","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","1554","","","","0"
"1993","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","2020","","","","0"
"1994","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","1851","","","","0"
"1995","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","1711","","","","0"
"1996","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","1910","","","","0"
"1997","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","2409","","","","0"
"1998","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","3163","","","","0"
"1999","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","2722","","","","0"
"2000","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","3090","","","","0"
"2001","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","2292","","","","0"
"2002","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","2523","","","","0"
"2003","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","3354","","","","0"
"2004","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","3122","","","","0"
"2005","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","3476","","","","0"
"2006","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","3085","","","","0"
"2007","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","4683","","","","0"
"2008","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","6362","","","","0"
"2009","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","4993","","","","0"
"2010","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","5114","","","","0"
"2011","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","6266","","","","0"
"2012","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","7422","","","","0"
"2013","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","8054","","","","0"
"2014","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","8866","","","","0"
"2015","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","6953","","","","0"
"2016","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","6089","","","","0"
"2017","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","5323","","","","0"
"2018","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","4446","","","","0"
"2019","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","3163","","","","0"
"2020","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","2490","","","","0"
"2021","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","3559","","","","0"
"2022","Saskatchewan","2016A000247","Housing completions","Total units","Units","300","units","0","v732462","9.3.1","3479","","","","0"
"1955","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","3829","","","","0"
"1956","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","3289","","","","0"
"1957","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","3792","","","","0"
"1958","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","4506","","","","0"
"1959","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","5731","","","","0"
"1960","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","4404","","","","0"
"1961","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","4318","","","","0"
"1962","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","5041","","","","0"
"1963","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","3856","","","","0"
"1964","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","4258","","","","0"
"1965","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","4741","","","","0"
"1966","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","5121","","","","0"
"1967","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","4304","","","","0"
"1968","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","4167","","","","0"
"1969","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","3313","","","","0"
"1970","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","1749","","","","0"
"1971","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","2276","","","","0"
"1972","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","3616","","","","0"
"1973","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","4138","","","","0"
"1974","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","5140","","","","0"
"1975","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","6391","","","","0"
"1976","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","8151","","","","0"
"1977","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","6699","","","","0"
"1978","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","5559","","","","0"
"1979","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","6245","","","","0"
"1980","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","4370","","","","0"
"1981","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","3894","","","","0"
"1982","Saskatchewan","2016A000247","Housing completions","Single-detached","Units","300","units","0","v732407","9.3.2","2733","","","","0"
