"REF_DATE","GEO","DGUID","Income concept","Economic family type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1979","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","600","","","","0"
"1980","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","1000","","","","0"
"1981","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","600","","","","0"
"1982","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","1300","","","","0"
"1983","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","1400","","","","0"
"1984","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","2000","","","","0"
"1985","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","1500","","","","0"
"1986","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","1600","","","","0"
"1987","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","1600","","","","0"
"1988","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","1300","","","","0"
"1989","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","1500","","","","0"
"1990","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","1400","","","","0"
"1991","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","2200","","","","0"
"1992","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","2600","","","","0"
"1993","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","2800","D","","","0"
"1994","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","1800","D","","","0"
"1995","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","1500","E","","","0"
"1996","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","2100","E","","","0"
"1997","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","1200","D","","","0"
"1998","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","900","E","","","0"
"1999","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","700","D","","","0"
"2000","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","1300","E","","","0"
"2001","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","1400","D","","","0"
"2002","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","","F","","","0"
"2003","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","700","E","","","0"
"2004","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","600","E","","","0"
"2005","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","600","E","","","0"
"2006","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","2000","D","","","0"
"2007","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","700","E","","","0"
"2008","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","800","E","","","0"
"2009","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","1400","E","","","0"
"2010","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","1500","E","","","0"
"2011","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","1400","E","","","0"
"2012","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","1100","E","","","0"
"2013","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","800","E","","","0"
"2014","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","900","E","","","0"
"2015","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","3000","D","","","0"
"2016","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","3000","E","","","0"
"2017","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","3600","E","","","0"
"2018","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","1800","E","","","0"
"2019","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","4300","E","","","0"
"2020","Calgary, Alberta","2011S0503825","Median government transfers","Economic families and persons not in an economic family","2020 constant dollars","425","units","0","v96416211","19.6.1","13600","C","","","0"
"1976","Calgary, Alberta","2011S0503825","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96416212","19.6.2","1800","","","","0"
"1977","Calgary, Alberta","2011S0503825","Median government transfers","Economic families","2020 constant dollars","425","units","0","v96416212","19.6.2","1900","","","","0"
