"REF_DATE","GEO","DGUID","Type of building","Type of work","Variables","Seasonal adjustment, value type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-03","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","170197","","","","0"
"2021-04","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","59358","","","","0"
"2021-05","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","145818","","","","0"
"2021-06","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","217797","","","","0"
"2021-07","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","104874","","","","0"
"2021-08","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","100948","","","","0"
"2021-09","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","117746","","","","0"
"2021-10","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","154348","","","","0"
"2021-11","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","274018","","","","0"
"2021-12","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","119420","","","","0"
"2022-01","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","92467","","","","0"
"2022-02","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","83001","","","","0"
"2022-03","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","132271","","","","0"
"2022-04","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","190362","","","","0"
"2022-05","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","219353","","","","0"
"2022-06","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","270338","","","","0"
"2022-07","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","121612","","","","0"
"2022-08","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","133805","","","","0"
"2022-09","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","259754","","","","0"
"2022-10","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","130849","","","","0"
"2022-11","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","152542","","","","0"
"2022-12","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","114107","","","","0"
"2023-01","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","52325","","","","0"
"2023-02","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","73748","","","","0"
"2023-03","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","149130","","","","0"
"2023-04","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","117963","","","","0"
"2023-05","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","132607","","","","0"
"2023-06","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","179509","","","","0"
"2023-07","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","208398","","","","0"
"2023-08","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","151503","","","","0"
"2023-09","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","244148","","","","0"
"2023-10","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","169588","","","","0"
"2023-11","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","281675","","","","0"
"2023-12","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","57295","","","","0"
"2024-01","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","165164","","","","0"
"2024-02","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","173440","","","","0"
"2024-03","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","116890","","","","0"
"2024-04","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","241988","","","","0"
"2024-05","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","252218","","","","0"
"2024-06","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","152472","","","","0"
"2024-07","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","168752","","","","0"
"2024-08","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","127487","","","","0"
"2024-09","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","216521","","","","0"
"2024-10","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","272780","","","","0"
"2024-11","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","208944","","","","0"
"2024-12","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","133258","","","","0"
"2025-01","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","145700","","","","0"
"2025-02","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","141492","","","","0"
"2025-03","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","134923","","","","0"
"2025-04","Nova Scotia","2021A000212","Total residential","New dwelling units total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v1675107951","4.4.3.1.1","147114","","","","0"
"2018-12","Nova Scotia","2021A000212","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675325786","4.4.3.5.1","87","","","","0"
"2019-01","Nova Scotia","2021A000212","Total residential","New dwelling units total","Number of permits","Unadjusted, current","Number","223","units","0","v1675325786","4.4.3.5.1","82","","","","0"
